COL 1,COL 2,COL 3,COL 4,COL 5,COL 6,COL 7,COL 8,COL 9,COL 10,COL 11,COL 12,COL 13,COL 14,COL 15,COL 16,COL 17,COL 18,COL 19,COL 20,COL 21,COL 22,COL 23,COL 24,COL 25,COL 26,COL 27,COL 28,COL 29,COL 30,COL 31,COL 32,COL 33,COL 34,COL 35,COL 36,COL 37,COL 38,COL 39,COL 40,COL 41,COL 42,WIN,Ft1,Ft2,Ft3,Ft4,Ft5,Ft6,Ft7,Ft8
2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,middleScore,has,behind,behindRow4,equal,behind,equal,equalRow2
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,highScore,has,equal,behindRow4,lead,equal,equal,leadRow2
1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,highScore,has,equal,equalRow4,lead,equal,lead,leadRow2
2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,leadRow2
1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,lowScore,lost,equal,equalRow4,behind,equal,equal,equalRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,middleScore,has,behind,behindRow4,equal,behind,equal,equalRow2
1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,behindRow2
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,highScore,has,lead,equalRow4,lead,equal,equal,equalRow2
1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,behind,equal,equal,leadRow2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,middleScore,lost,equal,behindRow4,behind,equal,lead,leadRow2
2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,middleScore,lost,lead,leadRow4,equal,equal,equal,equalRow2
1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,middleScore,lost,lead,leadRow4,equal,equal,equal,leadRow2
1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,has,behind,behindRow4,behind,lead,equal,behindRow2
1,1,0,0,0,0,2,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,lowScore,has,equal,equalRow4,lead,behind,equal,behindRow2
1,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,behind,lead,equalRow2
2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,lost,lead,behindRow4,equal,equal,equal,leadRow2
0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,highScore,open,equal,leadRow4,equal,equal,equal,behindRow2
2,0,0,0,0,0,1,1,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,lead,behind,equalRow2
0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,leadRow2
1,0,0,0,0,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,highScore,open,equal,equalRow4,behind,equal,equal,behindRow2
1,1,2,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,open,equal,equalRow4,equal,behind,equal,behindRow2
0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,equal,equal,lead,equalRow2
0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,behindRow2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,middleScore,open,equal,equalRow4,equal,equal,equal,equalRow2
2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,behind,equal,equalRow2
1,1,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,highScore,lost,lead,leadRow4,equal,equal,behind,behindRow2
1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,highScore,open,equal,equalRow4,behind,behind,equal,behindRow2
0,0,0,0,0,0,1,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,behind,equal,behindRow2
1,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,equal,equal,equal,leadRow2
1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,highScore,open,equal,equalRow4,equal,equal,lead,equalRow2
0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,middleScore,open,equal,equalRow4,equal,behind,lead,equalRow2
0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,open,equal,behindRow4,behind,behind,behind,leadRow2
1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,leadRow4,lead,equal,lead,behindRow2
2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,lost,equal,behindRow4,behind,equal,equal,leadRow2
0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,highScore,lost,behind,behindRow4,behind,lead,equal,leadRow2
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,equalRow2
2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,highScore,lost,equal,equalRow4,equal,behind,equal,behindRow2
1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,middleScore,has,lead,leadRow4,lead,equal,equal,behindRow2
2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,highScore,lost,equal,equalRow4,behind,lead,equal,equalRow2
0,0,0,0,0,0,2,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,highScore,has,equal,equalRow4,lead,lead,equal,leadRow2
1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,middleScore,has,behind,behindRow4,equal,equal,lead,equalRow2
1,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,highScore,lost,behind,behindRow4,behind,equal,lead,leadRow2
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,highScore,has,behind,leadRow4,equal,equal,equal,behindRow2
2,0,0,0,0,0,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,equal,lead,equalRow2
0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,highScore,lost,equal,equalRow4,behind,lead,equal,leadRow2
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,2,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,equalRow2
1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,has,lead,leadRow4,lead,equal,equal,behindRow2
1,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,lowScore,has,behind,behindRow4,behind,equal,equal,behindRow2
0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,middleScore,lost,behind,behindRow4,behind,behind,lead,equalRow2
1,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,behindRow4,lead,equal,equal,leadRow2
2,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,middleScore,lost,equal,equalRow4,behind,behind,behind,equalRow2
0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,lead,behindRow4,lead,equal,lead,leadRow2
2,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,equal,lead,behindRow2
0,0,0,0,0,0,2,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,middleScore,open,equal,behindRow4,equal,behind,lead,behindRow2
2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,highScore,has,equal,leadRow4,lead,behind,equal,equalRow2
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,middleScore,has,equal,behindRow4,lead,equal,equal,leadRow2
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,highScore,has,equal,leadRow4,lead,equal,equal,behindRow2
2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,highScore,lost,lead,leadRow4,equal,behind,equal,equalRow2
0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,lead,equal,behind,equalRow2
0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,behind,behindRow4,equal,equal,lead,leadRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,0,1,middleScore,open,equal,equalRow4,behind,behind,equal,equalRow2
1,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,lead,leadRow4,lead,equal,equal,behindRow2
1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,highScore,lost,lead,leadRow4,equal,equal,equal,leadRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,2,0,0,0,1,middleScore,has,behind,behindRow4,equal,equal,equal,equalRow2
1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,lost,behind,leadRow4,behind,behind,equal,behindRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,middleScore,open,equal,equalRow4,equal,lead,equal,leadRow2
0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lowScore,has,lead,leadRow4,lead,behind,equal,behindRow2
0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,highScore,open,equal,equalRow4,equal,lead,equal,behindRow2
2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,highScore,open,equal,equalRow4,equal,equal,lead,equalRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,middleScore,lost,equal,leadRow4,behind,behind,equal,behindRow2
1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lowScore,has,equal,equalRow4,lead,behind,equal,behindRow2
1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,highScore,lost,equal,equalRow4,equal,behind,equal,behindRow2
1,0,0,0,0,0,2,0,0,0,0,0,1,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,lost,equal,equalRow4,behind,equal,equal,behindRow2
2,0,0,0,0,0,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,open,equal,equalRow4,equal,behind,equal,behindRow2
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,1,lowScore,lost,equal,equalRow4,behind,equal,equal,equalRow2
1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,middleScore,has,behind,behindRow4,equal,equal,behind,equalRow2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,middleScore,has,lead,behindRow4,lead,equal,equal,leadRow2
2,1,1,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,behind,equal,leadRow2
2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,has,behind,behindRow4,equal,equal,equal,behindRow2
1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,middleScore,has,lead,leadRow4,lead,behind,equal,equalRow2
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,highScore,lost,lead,leadRow4,equal,equal,behind,equalRow2
0,0,0,0,0,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lowScore,open,equal,equalRow4,lead,equal,behind,behindRow2
2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,equalRow2
0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,highScore,has,equal,equalRow4,lead,equal,equal,leadRow2
0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,1,highScore,lost,equal,equalRow4,behind,equal,equal,equalRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,middleScore,has,behind,behindRow4,behind,behind,equal,behindRow2
1,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,has,behind,behindRow4,equal,lead,equal,behindRow2
2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,lead,leadRow2
2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,behind,equal,behindRow2
1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,equalRow2
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,middleScore,lost,equal,equalRow4,behind,equal,equal,equalRow2
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,middleScore,lost,behind,leadRow4,behind,equal,equal,behindRow2
0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,highScore,has,behind,behindRow4,equal,equal,lead,behindRow2
2,0,0,0,0,0,1,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,equalRow2
1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,has,behind,leadRow4,equal,equal,equal,behindRow2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,1,1,2,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,equalRow2
2,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,behindRow2
1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,behind,equal,behindRow2
1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,middleScore,has,equal,equalRow4,lead,equal,equal,behindRow2
0,0,0,0,0,0,1,2,2,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,has,equal,equalRow4,lead,equal,behind,behindRow2
1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,middleScore,open,equal,equalRow4,equal,equal,lead,equalRow2
0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,middleScore,open,equal,leadRow4,equal,equal,behind,behindRow2
1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,middleScore,open,equal,behindRow4,behind,equal,equal,equalRow2
0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,behind,equal,behindRow2
2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,highScore,has,equal,leadRow4,lead,behind,equal,behindRow2
0,0,0,0,0,0,2,1,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,highScore,open,equal,equalRow4,equal,lead,equal,behindRow2
0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,lowScore,lost,behind,equalRow4,behind,equal,equal,leadRow2
2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,lost,lead,leadRow4,equal,equal,equal,leadRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,1,middleScore,lost,equal,equalRow4,equal,lead,equal,equalRow2
2,2,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,middleScore,open,equal,equalRow4,lead,equal,equal,behindRow2
0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,middleScore,open,equal,leadRow4,equal,equal,behind,equalRow2
2,2,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lowScore,open,equal,equalRow4,equal,equal,equal,behindRow2
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,behind,equal,leadRow2
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,lowScore,lost,behind,behindRow4,behind,equal,lead,equalRow2
1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,highScore,has,equal,equalRow4,lead,equal,lead,leadRow2
2,2,1,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,middleScore,open,equal,equalRow4,equal,equal,equal,leadRow2
1,2,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lowScore,open,equal,equalRow4,equal,equal,behind,behindRow2
